speciesId,family,stage,attribute,candidatePath,rawBytes,sha256,canvasWidth,canvasHeight,alphaMin,alphaMax,transparentPixelRatio,opaquePixelRatio,visiblePixelRatio,alphaFringeRatio,bboxWidthRatio,bboxHeightRatio,topMargin,bottomMargin,leftMargin,rightMargin,visibleCentroidX,visibleCentroidY,centerOffsetX,centerOffsetY,edgeContact,nearEdgeContact,bboxTouchesEdges,opaqueCornerCount,fullyOpaqueCanvas,nearlyOpaqueCanvas,rectangularBackgroundSuspicion,whiteRectangleSuspicion,grayRectangleSuspicion,blackRectangleSuspicion,connectedComponentCount,largestVisibleComponentRatio,lowDensitySuspicion,meanLuminance,meanSaturation,edgeDensity,styleQualityOutlier,styleOutlierFields
m224,F076,2,flying,public/monsters/m224.webp,227020,5f865e962d9f5d8dffe5e3dbad5a4edfc353495513e4112ee295af74302971f5,512,512,0,255,0.490486,0.440933,0.473923,0.03299,0.958984,0.925781,0.035156,0.039063,0.017578,0.023438,0.531798,0.507585,0.031798,0.007585,false,false,0,0,false,false,false,false,false,false,32,0.988868,false,205.42486,0.332735,0.035303,false,
m225,F076,3,flying,public/monsters/m225.webp,274256,9129fe6c07664e349b751b87e6675f883dfe5ac1e86f9a953f86ab54bc41462b,512,512,0,255,0.422997,0.491184,0.530479,0.039295,0.978516,0.970703,0.015625,0.013672,0.009766,0.011719,0.504075,0.508766,0.004075,0.008766,false,true,0,0,false,false,false,false,false,false,45,0.99068,false,205.040256,0.330676,0.041403,false,
m226,F077,1,bug,public/monsters/m226.webp,164572,5280f2b4ebd5dc6e23c0629b59fb07fbaf66069ba0df741104121f854ba9d5eb,512,512,0,255,0.70327,0.256172,0.276978,0.020805,0.943359,0.826172,0.091797,0.082031,0.041016,0.015625,0.52574,0.470212,0.02574,-0.029788,false,false,0,0,false,false,false,false,false,false,4,0.999945,false,74.184481,0.677628,0.065267,false,
m227,F077,2,bug,public/monsters/m227.webp,226790,7da6cd61ade498075b76589c9ce7a77f06d2ab5e2b764db5781ac6a96e6c2f38,512,512,0,255,0.602512,0.346188,0.373322,0.027134,0.980469,0.892578,0.0625,0.044922,0.013672,0.005859,0.52389,0.478269,0.02389,-0.021731,false,true,0,0,false,false,false,false,false,false,8,0.999888,false,76.51572,0.728678,0.065897,false,
m228,F077,3,bug,public/monsters/m228.webp,311026,3a92454ac96d4df18147a53ebeb488731c3732db09d79683d506d07d1d01113c,512,512,0,255,0.485046,0.444,0.481316,0.037315,0.980469,0.988281,0.003906,0.007813,0.009766,0.009766,0.547187,0.465296,0.047187,-0.034704,false,true,0,0,false,false,false,false,false,false,15,0.999881,false,90.6122,0.754517,0.080031,false,
m229,F078,1,poison,public/monsters/m229.webp,22042,8e8005b11ae00b4fcf1cd069b59973180862e1e7b598c0295f8f983293789503,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,88.155652,0.31978,0.011775,false,
m230,F078,2,poison,public/monsters/m230.webp,107110,b9acc60c0b78f5e4c2104cabeeec52a934ebf5b0d9d6dbd5452be89b73d268fc,512,512,0,255,0.452915,0.459492,0.510433,0.050941,0.998047,0.990234,0.001953,0.007813,0.001953,0,0.489962,0.5019,-0.010038,0.0019,true,true,1,0,false,false,false,false,false,false,1,1,false,103.639317,0.603454,0.051731,false,
m231,F078,3,poison,public/monsters/m231.webp,139894,d75fed6ce3016eecc28d8ae625b1f28b70e6da926c03f0ff7f7fa2a79bdf36cb,512,512,0,255,0.314487,0.566723,0.634464,0.067741,0.998047,0.998047,0.001953,0,0.001953,0,0.501472,0.481579,0.001472,-0.018421,true,true,2,0,false,false,false,false,false,false,1,1,false,107.684004,0.64249,0.056891,false,
m232,F079,1,normal,public/monsters/m232.webp,4732,cbec17f576fed62d600dfcade16239764455481f56867b09e5483ab9d31a1293,640,640,0,255,0.963835,0.036165,0.036165,0,0.209375,0.245312,0.376563,0.378125,0.395313,0.395313,0.500644,0.503666,0.000644,0.003666,false,false,0,0,false,false,false,false,false,false,4,0.999662,true,114.602759,0.506197,0.041924,false,
m233,F079,2,normal,public/monsters/m233.webp,4902,1ccf6d7a21f81eb109bf9c08711ec2172e26ed1e58e9e2db4a4bd7fbe525eb7d,640,640,0,255,0.967793,0.032207,0.032207,0,0.365625,0.303125,0.348438,0.348438,0.317188,0.317188,0.520255,0.493579,0.020255,-0.006421,false,false,0,0,false,false,false,false,false,false,11,0.919118,true,151.799247,0.339574,0.04816,false,
m234,F079,3,normal,public/monsters/m234.webp,6822,547a96030f47d146b4728d62773c44e30cbd0ad0795abf7a8b560970807baf97,640,640,0,255,0.94436,0.05564,0.05564,0,0.376563,0.370312,0.314063,0.315625,0.310937,0.3125,0.532517,0.52106,0.032517,0.02106,false,false,0,0,false,false,false,false,false,false,13,0.98631,true,151.397996,0.342817,0.042911,false,
m235,F080,1,grass,public/monsters/m235.webp,33298,a5c1defafa948bba4e46bfa1548a1ec72dfb09a165279c9c3225827fb8afb95d,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,226.167953,0.079264,0.021042,false,
m236,F081,1,psychic,public/monsters/m236.webp,47994,a7dc19a20cb53432bce2877562e35bfd557b4ffa9aa045e2bff9df5b58f1d511,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,true,false,false,1,1,false,224.093311,0.102618,0.023976,false,
m237,F082,1,ground,public/monsters/m237.webp,370074,9c2f5290f2253f4366dbe1541294f2890b45b422145c3cfd64b4742e10b73ed4,1024,1024,0,255,0.414721,0.513353,0.548421,0.035068,0.944336,0.947266,0.030273,0.022461,0.023438,0.032227,0.511031,0.544166,0.011031,0.044166,false,false,0,0,false,false,false,false,false,false,104,0.972812,false,102.64647,0.595446,0.069981,false,
m238,F083,1,rock,public/monsters/m238.webp,47690,863d2205ee9af480cf23a2d81ba1629ee1aae19cc3814796078e70eb319d6163,512,512,255,255,0,1,1,0,1,1,0,0,0,0,0.499023,0.499023,-0.000977,-0.000977,true,true,4,4,true,true,true,false,true,false,1,1,false,90.230747,0.225944,0.019283,false,
